,Date,Team,Acquired,Relinquished,Notes
16244,2011-04-08,Mavericks,,Jason Kidd,placed on IL for rest
16245,2011-04-08,Mavericks,Tyson Chandler,,activated from IL
16246,2011-04-09,Cavaliers,,Samardo Samuels,placed on IL with strained left groin (out for season)
16247,2011-04-09,Spurs,,Antonio McDyess,placed on IL for rest
16248,2011-04-09,Spurs,James Anderson,,activated from IL
16249,2011-04-10,Celtics,,Avery Bradley,placed on IL
16250,2011-04-10,Celtics,Jermaine O'Neal,,activated from IL
16251,2011-04-10,Heat,,Erick Dampier,placed on IL with knee injury / rest
16252,2011-04-10,Heat,Jamaal Magloire,,activated from IL
16253,2011-04-10,Mavericks,,Ian Mahinmi,placed on IL
16254,2011-04-10,Mavericks,Jason Kidd,,activated from IL
16255,2011-04-10,Pacers,,James Posey,placed on IL
16256,2011-04-10,Pacers,T.J. Ford,,activated from IL
16257,2011-04-10,Thunder,,Robert Vaden,placed on IL
16258,2011-04-10,Rockets,,Marcus Cousin (Lynn),placed on IL
16259,2011-04-11,76ers,,Andre Iguodala,placed on IL with right knee tendinitis (out for season)
16260,2011-04-11,76ers,Darius Songaila,,activated from IL
16261,2011-04-11,Celtics,,Kevin Garnett,placed on IL for rest (out for season)
16262,2011-04-11,Celtics,,Rajon Rondo,placed on IL for rest
16263,2011-04-11,Celtics,Avery Bradley,,activated from IL
16264,2011-04-11,Celtics,Von Wafer,,activated from IL
16265,2011-04-11,Hawks,,Pape Sy,placed on IL
16266,2011-04-11,Hawks,Josh Smith,,activated from IL
16267,2011-04-11,Mavericks,,Brendan Haywood,placed on IL
16268,2011-04-11,Mavericks,Ian Mahinmi,,activated from IL
16269,2011-04-11,Nuggets,,Timofey Mozgov,placed on IL with sprained left knee and ankle
16270,2011-04-11,Nuggets,,Wilson Chandler,placed on IL with sore left ankle
16271,2011-04-11,Nuggets,Arron Afflalo,,activated from IL
16272,2011-04-11,Nuggets,Chris Andersen,,activated from IL
16273,2011-04-11,Raptors,,Linas Kleiza,placed on IL recovering from microfracture surgery on right knee to repair cartilage damage (out for season)
16274,2011-04-11,Raptors,Solomon Alabi,,activated from IL
16275,2011-04-11,Hawks,,Magnum Rolle,placed on IL
16276,2011-04-11,Rockets,Hasheem Thabeet,,activated from IL
16277,2011-04-12,Blazers,,Luke Babbitt,placed on IL
16278,2011-04-12,Spurs,,Emanuel Ginobili / Manu Ginobili,placed on IL for rest
16279,2011-04-12,Spurs,Chris Quinn,,activated from IL
16280,2011-04-13,Blazers,,Nicolas Batum,placed on IL for rest
16281,2011-04-13,Blazers,Luke Babbitt,,activated from IL
16282,2011-04-13,Clippers,,Chris Kaman,placed on IL with sprained right knee (out for season)
16283,2011-04-13,Clippers,Willie Warren,,activated from IL
16284,2011-04-13,Hawks,,Hilton Armstrong,placed on IL
16285,2011-04-13,Hawks,Pape Sy,,activated from IL
16286,2011-04-13,Knicks,,Carmelo Anthony,placed on IL for rest
16287,2011-04-13,Knicks,Amare Stoudemire / Amar'e Stoudemire,,activated from IL
16288,2011-04-13,Lakers,,Andrew Bynum,placed on IL with hyperextended right knee (out for season)
16289,2011-04-13,Lakers,,Matt Barnes,placed on IL with sore right knee (out for season)
16290,2011-04-13,Mavericks,Brendan Haywood,,activated from IL
16291,2011-04-13,Nuggets,,Nene / Nene Hilario / Maybyner Hilario,placed on IL for groin injury / rest (out for season)
16292,2011-04-13,Nuggets,Wilson Chandler,,activated from IL
16293,2011-04-13,Pacers,,Danny Granger,placed on IL for rest
16294,2011-04-13,Pacers,James Posey,,activated from IL
16295,2011-04-13,Spurs,,Chris Quinn,placed on IL (out for season)
16296,2011-04-13,Spurs,,James Anderson,placed on IL
16297,2011-04-13,Spurs,Antonio McDyess,,activated from IL
16298,2011-04-13,Spurs,Emanuel Ginobili / Manu Ginobili,,activated from IL
16299,2011-04-13,Thunder,,Nick Collison,placed on IL (out for season)
16300,2011-04-13,Thunder,Byron Mullens / B.J. Mullens,,activated from IL
16301,2011-04-13,Lakers,Derrick Caracter,,activated from IL
16302,2011-04-16,76ers,,Craig Brackins,placed on IL
16303,2011-04-16,76ers,,Darius Songaila,placed on IL
16304,2011-04-16,76ers,,Jason Kapono,placed on IL
16305,2011-04-16,Blazers,,Luke Babbitt,placed on IL
16306,2011-04-16,Bulls,,Jannero Pargo,placed on IL
16307,2011-04-16,Bulls,,John Lucas III,placed on IL
16308,2011-04-16,Hawks,,Pape Sy,placed on IL
16309,2011-04-16,Magic,,Daniel Orton,placed on IL with surgery on left knee (out for season)
16310,2011-04-16,Mavericks,,Rodrigue Beaubois,placed on IL with sprained left foot
16311,2011-04-16,Pacers,,James Posey,placed on IL
16312,2011-04-17,Celtics,,Avery Bradley,placed on IL
16313,2011-04-17,Celtics,,Carlos Arroyo,placed on IL
16314,2011-04-17,Knicks,,Derrick Brown,placed on IL
16315,2011-04-17,Lakers,,Derrick Caracter,placed on IL
16316,2011-04-17,Lakers,,Steve Blake,placed on IL with chicken pox
16317,2011-04-17,Nuggets,,Arron Afflalo,placed on IL with hamstring injury
16318,2011-04-17,Nuggets,,Melvin Ely,placed on IL
16319,2011-04-17,Spurs,,Emanuel Ginobili / Manu Ginobili,placed on IL with sprained right ankle (P) / elbow injury (CBC)
16320,2011-04-17,Thunder,,Byron Mullens / B.J. Mullens,placed on IL
16321,2011-04-17,Thunder,,Cole Aldrich,placed on IL
16322,2011-04-19,Hawks,,Etan Thomas,placed on IL
16323,2011-04-19,Hawks,Hilton Armstrong,,activated from IL
16324,2011-04-19,Knicks,,Chauncey Billups,placed on IL with strained left knee
16325,2011-04-19,Knicks,Derrick Brown,,activated from IL
16326,2011-04-20,Lakers,,Trey Johnson,placed on IL
16327,2011-04-20,Lakers,Steve Blake,,activated from IL
16328,2011-04-20,Spurs,Emanuel Ginobili / Manu Ginobili,,activated from IL
16329,2011-04-23,Nuggets,,Timofey Mozgov,placed on IL
16330,2011-04-23,Nuggets,Arron Afflalo,,activated from IL
16331,2011-04-24,Hawks,,Damien Wilkins,placed on IL
16332,2011-04-24,Hawks,Etan Thomas,,activated from IL
16333,2011-04-24,Knicks,Chauncey Billups,,activated from IL
16334,2011-04-26,Hawks,,Etan Thomas,placed on IL
16335,2011-04-26,Hawks,Damien Wilkins,,activated from IL
16336,2011-04-26,Lakers,,Theo Ratliff,placed on IL
16337,2011-04-26,Lakers,Trey Johnson,,activated from IL
16338,2011-04-28,Mavericks,,Corey Brewer,placed on IL
16339,2011-04-28,Mavericks,Rodrigue Beaubois,,activated from IL
16340,2011-05-01,Celtics,,Carlos Arroyo,placed on IL
16341,2011-05-01,Celtics,Aleksandar Pavlovic / Sasha Pavlovic,,activated from IL
16342,2011-05-02,Hawks,,Kirk Hinrich,placed on IL with strained right hamstring (out for season)
